"brand_search","food_code","product_name","maker","category_1","category_3","serving_size","calories","protein_g","sugar_g","sodium_mg","saturated_fat_g","report_number","updated_at"
"오뚜기","P108-015000400-0005","오뚜기뿌셔뿌셔(떡볶이맛)","오뚜기라면(주)","면류","유탕면","100g","461.000","8.89","4.44","911.000","6.67","19860309018143","2026-05-07"
"오뚜기","P108-015000400-0021","오뚜기뿌셔뿌셔(마라맛)","오뚜기라면(주)","면류","유탕면","100g","456.000","8.89","2.22","1,078.000","8.89","198603090181145","2026-05-07"
"오뚜기","P108-015000400-0006","오뚜기뿌셔뿌셔(바베큐맛)","오뚜기라면(주)","면류","유탕면","100g","461.000","8.89","4.44","900.000","7.78","19860309018141","2026-05-14"
"오뚜기","P108-015000400-0033","오뚜기뿌셔뿌셔(바베큐맛)","오뚜기라면(주)","면류","유탕면","100g","456.000","8.89","4.44","1,056.000","6.67","2024_RD_10715","2026-06-01"
"오뚜기","P108-002000400-0018","오뚜기뿌셔뿌셔(버터구이오징어맛)","오뚜기라면(주)","면류","유탕면","100g","450.000","7.78","4.44","1,111.000","8.89","198603090181179","2026-05-07"
"오뚜기","P108-015000400-0007","오뚜기뿌셔뿌셔(불고기맛)","오뚜기라면(주)","면류","유탕면","100g","489.000","10.00","4.44","1,089.000","6.67","19860309018134","2026-05-07"
"오뚜기","P108-015000400-0034","오뚜기뿌셔뿌셔(불고기맛)","오뚜기라면(주)","면류","유탕면","100g","489.000","10.00","4.44","1,089.000","6.67","2024_RD_10716","2026-06-01"
"오뚜기","P108-015000400-0020","오뚜기뿌셔뿌셔(스위트콘맛)","오뚜기라면(주)","면류","유탕면","100g","461.000","8.89","4.44","867.000","7.78","19860309018778","2026-05-07"
"오뚜기","P108-015000400-0008","오뚜기뿌셔뿌셔(양념치킨맛)","오뚜기라면(주)","면류","유탕면","100g","461.000","8.89","5.56","1,022.000","6.67","19860309018142","2026-05-07"
"오뚜기","P108-015000400-0009","오뚜기뿌셔뿌셔(허팝치킨맛)","오뚜기라면(주)","면류","유탕면","100g","456.000","8.89","2.22","833.000","6.67","19860309018958","2026-05-07"
"오뚜기","P123-207020300-0765","오뚜기사천누룽지탕","(주)세준에프앤비","즉석식품류","즉석조리식품","100g","184.000","4.21","2.11","532.000","0.53","2004039415871","2026-05-07"
"오뚜기","P120-113060000-0061","오뚜기살코기참치2000","오뚜기에스에프㈜","수산가공식품류","해당없음","100g","166.000","19.00","0.00","460.000","1.85","19730619001112","2026-05-07"
"오뚜기","P123-205020300-0992","오뚜기삼계죽","주식회사 오뚜기","즉석식품류","즉석조리식품","100g","56.00","2.46","0.00","133.000","0.00","197202880022803","2026-05-07"
"오뚜기","P123-207020300-0766","오뚜기삼진어묵가쓰오어묵탕","주식회사 조흥","즉석식품류","즉석조리식품","100g","105.000","9.00","3.00","920.000","0.50","19970311100500","2026-05-07"
"오뚜기","P123-207020300-0767","오뚜기삼진어묵얼큰한어묵탕","주식회사 조흥","즉석식품류","즉석조리식품","100g","105.000","10.00","4.00","960.000","0.60","19970311100501","2026-05-07"
"오뚜기","P123-205020300-0993","오뚜기새송이쇠고기죽","주식회사 오뚜기","즉석식품류","즉석조리식품","100g","58.00","1.75","0.25","196.000","0.39","197202880021807","2026-05-07"
"오뚜기","P108-003000400-0168","오뚜기새우탕면","오뚜기라면(주)","면류","유탕면","100g","427.000","10.00","1.82","1,500.000","7.27","1986030901828","2026-05-07"
"오뚜기","P108-001000200-0048","오뚜기생면사리","한일식품㈜","면류","숙면","100g","158.000","4.50","0.00","265.000","0.00","19870358015357","2026-05-07"
"오뚜기","P123-207020300-0768","오뚜기쇠고기미역국","주식회사 오뚜기","즉석식품류","즉석조리식품","100g","17.00","1.33","0.00","367.000","0.27","19920308038113/197202880022736","2026-05-07"
"오뚜기","P108-003000400-0169","오뚜기쇠고기미역국라면","오뚜기라면(주)","면류","유탕면","100g","425.000","10.00","2.00","1,390.000","8.00","19860309018839","2026-05-07"
"오뚜기","P116-705070200-1662","오뚜기수퍼스위트콘","SENECAFOODSCORPORATION","농산가공식품류","곡류가공품","100g","50.00","1.00","3.00","280.000","0.00","20USAH600D0","2026-05-07"
"오뚜기","P101-415000400-0220","오뚜기쉬림프스테이크피자","주식회사 조흥","과자류·빵류 또는 떡류","빵류","100g","255.000","10.00","6.74","428.000","3.72","19970311100756","2026-05-07"
"오뚜기","P101-415000400-0221","오뚜기쉬림프피자","주식회사 조흥","과자류·빵류 또는 떡류","빵류","100g","273.000","10.67","2.73","375.000","4.47","19970311100419","2026-05-07"
"오뚜기","P101-415000400-0222","오뚜기슈퍼슈프림피자","주식회사 조흥","과자류·빵류 또는 떡류","빵류","100g","270.000","8.04","5.65","602.000","2.17","19970311100625","2026-05-07"
"오뚜기","P116-709070200-0065","오뚜기스위트콘","SENECAFOODSCORPORATION","농산가공식품류","곡류가공품","100g","70.00","2.00","6.00","330.000","0.00","20US2WK00D2","2026-05-07"
"오뚜기","P116-709070200-0091","오뚜기스위트콘","SENECAFOODSCORPORATION","농산가공식품류","곡류가공품","100g","90.00","2.00","6.00","330.000","0.00","20US2U800D7","2026-05-07"
"오뚜기","P116-709070200-0127","오뚜기스위트콘","SENECAFOODSCORPORATION","농산가공식품류","곡류가공품","100g","70.00","2.00","6.00","330.000","0.00","2024_RD_10717","2026-06-01"
"오뚜기","P116-709070200-0128","오뚜기스위트콘(2.126kg)","SENECAFOODSCORPORATION","농산가공식품류","곡류가공품","100g","70.00","2.00","6.00","330.000","0.00","2024_RD_10718","2026-06-01"
"오뚜기","P108-009000400-0037","오뚜기스파게티","오뚜기라면(주)","면류","유탕면","100g","373.000","9.33","8.00","820.000","4.67","1986030901836","2026-05-07"
"오뚜기","P101-415000400-0556","오뚜기스파이시마요포테이토피자","주식회사 조흥","과자류·빵류 또는 떡류","빵류","100g","353.000","12.00","4.67","547.000","5.33","199703111002027","2026-05-07"
"오뚜기","P107-101010100-0029","오뚜기식용유","오뚜기라면(주)","식용유지류","콩기름(대두유)","100mL","900.000","0.00","0.00","0.00","16.00","19860309018440","2026-05-07"
"오뚜기","P123-204020300-0892","오뚜기쌀국수 김치맛","㈜한스코리아","즉석식품류","즉석조리식품","100g","337.000","7.61","5.44","1,967.000","0.54","20090211043128","2026-05-07"
"오뚜기","P123-204020300-0893","오뚜기쌀국수 멸치맛","㈜한스코리아","즉석식품류","즉석조리식품","100g","342.000","8.70","5.44","1,609.000","0.54","20090211043127","2026-05-07"
"오뚜기","P123-210020300-0110","오뚜기안동식간장찜닭","주식회사 오뚜기","즉석식품류","즉석조리식품","100g","111.000","11.43","9.43","546.000","0.63","1992030803898","2026-05-07"
"오뚜기","P108-006000300-0447","오뚜기알뜰당면","JIANGSUTAEDONGFOODSCO.,LTD","면류","건면","100g","360.000","0.00","2.00","15.00","0.00","22CN8S700D8","2026-05-07"
"오뚜기","P108-006000300-0718","오뚜기알뜰당면(14kg)","JIANGSUTAEDONGFOODSCO.,LTD","면류","건면","100g","360.000","0.00","2.00","15.00","0.00","22CN8S700D8","2026-07-13"
"오뚜기","P108-006000300-0759","오뚜기알뜰당면(1kg)","강소태동식품유한공사","면류","건면","100g","360.000","0.00","2.00","15.00","0.00","22CN8S700D8","2026-06-01"
"오뚜기","P108-006000300-0719","오뚜기알뜰당면(2.4kg)","JIANGSUTAEDONGFOODSCO.,LTD","면류","건면","100g","360.000","0.00","2.00","15.00","0.00","22CN8S700D8","2026-05-07"
"오뚜기","P108-006000300-0448","오뚜기알뜰자른당면","JIANGSUTAEDONGFOODSCO.,LTD","면류","건면","100g","360.000","0.00","2.00","15.00","0.00","22CN1O900D3","2026-05-07"
"오뚜기","P112-004000400-0047","오뚜기양조간장","매일식품(주)","장류","양조간장","100mL","70.00","10.00","2.00","560.000","0.00","19550509001187","2026-05-07"
"오뚜기","P108-003000400-0170","오뚜기열라면","오뚜기라면(주)","면류","유탕면","100g","438.000","9.52","2.86","1,448.000","7.62","19860309018127","2026-05-07"
"오뚜기","P108-003000400-0171","오뚜기열려라참깨라면","오뚜기라면(주)","면류","유탕면","100g","455.000","9.09","4.55","1,555.000","8.18","198603090181007","2026-05-07"
"오뚜기","P123-202020300-0036","오뚜기옛날구수한누룽지케이스","(주)세준에프앤비","즉석식품류","즉석조리식품","100g","375.000","8.33","0.00","58.00","0.00","2004039415820","2026-05-07"
"오뚜기","P108-006000300-0449","오뚜기옛날납작당면","JIANGSUTAEDONGFOODSCO.,LTD","면류","건면","100g","345.000","0.00","0.00","130.000","0.00","19CN2R900D9","2026-05-07"
"오뚜기","P108-006000300-0684","오뚜기옛날납작당면(100g)","JIANGSUTAEDONGFOODSCO.,LTD","면류","건면","100g","345.000","0.00","0.00","130.000","0.00","19CN2R900D9","2026-05-07"
"오뚜기","P108-006000300-0685","오뚜기옛날납작당면(14kg)","JIANGSUTAEDONGFOODSCO.,LTD","면류","건면","100g","345.000","0.00","0.00","130.000","0.00","19CN2R900D9","2026-05-07"
"오뚜기","P108-006000300-0760","오뚜기옛날납작당면(400g)","JIANGSUTAEDONGFOODSCO.,LTD","면류","건면","100g","345.000","0.00","0.00","130.000","0.00","19CN2R900D9","2026-07-13"
"오뚜기","P108-008000300-0041","오뚜기옛날메밀국수","㈜면사랑","면류","건면","100g","325.000","10.00","5.00","1,560.000","1.00","19930443028417","2026-05-07"
"오뚜기","P123-207020300-0769","오뚜기옛날쌀떡국","(주)세준에프앤비","즉석식품류","즉석조리식품","100g","244.000","5.23","1.16","535.000","0.81","2004039415874","2026-05-07"
"오뚜기","P123-207020300-4308","오뚜기옛날쌀떡국","(주)세준에프앤비","즉석식품류","즉석조리식품","100g","244.000","5.23","1.16","535.000","0.81","2024_RD_10719","2026-06-01"
"오뚜기","P108-006000300-0761","오뚜기옛날자른당면","강소태동식품유한공사","면류","건면","100g","360.000","0.00","2.00","15.00","0.00","22CN8S700D8","2026-06-01"
"오뚜기","P108-006000300-0138","오뚜기옛날잡채","오뚜기라면(주)","면류","건면","100g","300.000","2.67","10.67","947.000","1.33","19860309018635","2026-05-07"
"오뚜기","P108-006000300-0450","오뚜기옛날중국식18mm넓은당면","JIANGSUTAEDONGFOODSCO.,LTD","면류","건면","100g","370.000","0.00","0.00","95.00","0.00","20CN5E500D1","2026-05-07"
"오뚜기","P108-006000300-0686","오뚜기옛날중국식18mm넓은당면(100g)","JIANGSUTAEDONGFOODSCO.,LTD","면류","건면","100g","370.000","0.00","0.00","95.00","0.00","20CN5E500D1","2026-05-07"
"오뚜기","P108-006000300-0687","오뚜기옛날중국식18mm넓은당면(300g)","JIANGSUTAEDONGFOODSCO.,LTD","면류","건면","100g","370.000","0.00","0.00","95.00","0.00","20CN5E500D1","2026-05-07"
"오뚜기","P108-006000300-0688","오뚜기오`쉐프자른납작당면","JIANGSUTAEDONGFOODSCO.,LTD","면류","건면","100g","345.000","0.00","0.00","130.000","0.00","19CN2R900D9","2026-05-07"
"오뚜기","P108-003000400-0172","오뚜기오동통면","오뚜기라면(주)","면류","유탕면","100g","430.000","7.00","3.00","1,500.000","7.00","19860309018495","2026-05-07"
"오뚜기","P108-003000400-0985","오뚜기오동통면","오뚜기라면(주)","면류","유탕면","100g","430.000","7.00","3.00","1,500.000","7.00","2024_RD_10720","2026-06-01"
"오뚜기","P108-003000400-0173","오뚜기오동통면얼큰한맛","오뚜기라면(주)","면류","유탕면","100g","425.000","7.50","3.33","1,408.000","6.67","19860309018420","2026-05-07"
"오뚜기","P108-003000400-0986","오뚜기오동통면얼큰한맛","오뚜기라면(주)","면류","유탕면","100g","425.000","7.50","3.33","1,408.000","6.67","2024_RD_10721","2026-06-01"
"오뚜기","P101-415000400-0223","오뚜기올미트콤보피자","주식회사 조흥","과자류·빵류 또는 떡류","빵류","100g","259.000","11.53","2.82","584.000","4.24","19970311100735","2026-05-07"
"오뚜기","P108-003000400-0174","오뚜기유부우동","오뚜기라면(주)","면류","유탕면","100g","445.000","11.00","7.00","1,580.000","7.00","19860309018722","2026-05-07"
"오뚜기","P108-003000400-0175","오뚜기육개장","오뚜기라면(주)","면류","유탕면","100g","445.000","9.09","2.73","1,400.000","9.09","1986030901827","2026-05-07"
"오뚜기","P123-205020300-0994","오뚜기전복죽","주식회사 오뚜기","즉석식품류","즉석조리식품","100g","53.00","1.40","0.00","175.000","0.00","197202880021806","2026-05-07"
"오뚜기","P123-205020300-2583","오뚜기전복죽","㈜오뚜기","즉석식품류","즉석조리식품","100g","53.00","1.40","0.00","175.000","0.00","2024_RD_10722","2026-06-01"
"오뚜기","P101-205000200-0706","오뚜기젤리","(주)서주","과자류·빵류 또는 떡류","캔디류","100g","356.000","6.25","63.75","6.00","0.00","20170484590184","2026-05-07"
"오뚜기","P108-003000400-0176","오뚜기진라면매운맛","오뚜기라면(주)","면류","유탕면","100g","455.000","9.09","5.45","1,355.000","9.09","19860309018396","2026-05-07"
"오뚜기","P108-003000400-0177","오뚜기진라면순한맛","오뚜기라면(주)","면류","유탕면","100g","450.000","10.00","2.73","1,355.000","9.09","19860309018680","2026-05-07"
"오뚜기","P108-003000400-0987","오뚜기진라면순한맛","오뚜기라면(주)","면류","유탕면","100g","450.000","10.00","2.73","1,355.000","9.09","2024_RD_10723","2026-06-01"
"오뚜기","P108-009000400-0038","오뚜기진진짜라","오뚜기라면(주)","면류","유탕면","100g","429.000","9.17","5.83","1,092.000","6.67","19860309018961","2026-05-07"
"오뚜기","P108-004000400-0028","오뚜기진짜장","오뚜기라면(주)","면류","유탕면","100g","417.000","8.70","6.09","861.000","6.09","19860309018708","2026-05-07"
"오뚜기","P108-003000400-0178","오뚜기진짬뽕","오뚜기라면(주)","면류","유탕면","100g","422.000","7.83","5.22","1,557.000","7.83","19860309018710","2026-05-07"
"오뚜기","P113-204020100-0150","오뚜기짜장","㈜오뚜기","조미식품","복합조미식품","100g","335.000","10.00","34.00","6,060.000","2.10","2024_RD_10724","2026-06-01"
"오뚜기","P123-203020200-0375","오뚜기짜장&돼지고기삼각김밥","(주)델리캡","즉석식품류","즉석섭취식품","100g","140.000","3.64","3.64","628.000","0.55","20180348070226","2026-05-07"
"오뚜기","P108-003000400-0179","오뚜기참깨라면","오뚜기라면(주)","면류","유탕면","100g","450.000","8.18","3.64","1,445.000","7.27","19860309018344","2026-05-07"
"오뚜기","P120-113010600-0043","오뚜기참치","오뚜기에스에프㈜","수산가공식품류","기타 어육가공품","100g","200.000","18.52","0.00","415.000","2.52","1973061900110","2026-05-07"
"오뚜기","P120-113060000-0022","오뚜기참치빅캔","오뚜기에스에프㈜","수산가공식품류","해당없음","100g","187.000","17.98","0.00","410.000","2.55","197306190013","2026-05-07"
"오뚜기","P108-009000400-0039","오뚜기철판뽀끼","오뚜기라면(주)","면류","유탕면","100g","424.000","7.20","10.40","1,008.000","7.20","19860309018932","2026-05-07"
